sa4_code,sa4_name,state_code,state_name,anzsic_division,anzsic_name,employed_persons
502,Mandurah,5,Western Australia,I,"Transport, Postal and Warehousing",1475
502,Mandurah,5,Western Australia,J,Information Media and Telecommunications,181
502,Mandurah,5,Western Australia,K,Financial and Insurance Services,495
502,Mandurah,5,Western Australia,L,"Rental, Hiring and Real Estate Services",660
502,Mandurah,5,Western Australia,M,"Professional, Scientific and Technical Services",1552
502,Mandurah,5,Western Australia,N,Administrative and Support Services,1435
502,Mandurah,5,Western Australia,O,Public Administration and Safety,2050
502,Mandurah,5,Western Australia,P,Education and Training,3606
502,Mandurah,5,Western Australia,Q,Health Care and Social Assistance,5603
502,Mandurah,5,Western Australia,R,Arts and Recreation Services,602
502,Mandurah,5,Western Australia,S,Other Services,1706
502,Mandurah,5,Western Australia,_T,Total,43190
503,Perth - Inner,5,Western Australia,A,"Agriculture, Forestry and Fishing",544
503,Perth - Inner,5,Western Australia,B,Mining,7368
503,Perth - Inner,5,Western Australia,C,Manufacturing,2744
503,Perth - Inner,5,Western Australia,D,"Electricity, Gas, Water and Waste Services",999
503,Perth - Inner,5,Western Australia,E,Construction,5112
503,Perth - Inner,5,Western Australia,F,Wholesale Trade,1725
503,Perth - Inner,5,Western Australia,G,Retail Trade,6779
503,Perth - Inner,5,Western Australia,H,Accommodation and Food Services,7550
503,Perth - Inner,5,Western Australia,I,"Transport, Postal and Warehousing",2307
503,Perth - Inner,5,Western Australia,J,Information Media and Telecommunications,1174
503,Perth - Inner,5,Western Australia,K,Financial and Insurance Services,3670
503,Perth - Inner,5,Western Australia,L,"Rental, Hiring and Real Estate Services",2095
503,Perth - Inner,5,Western Australia,M,"Professional, Scientific and Technical Services",14697
503,Perth - Inner,5,Western Australia,N,Administrative and Support Services,2815
503,Perth - Inner,5,Western Australia,O,Public Administration and Safety,5399
503,Perth - Inner,5,Western Australia,P,Education and Training,9215
503,Perth - Inner,5,Western Australia,Q,Health Care and Social Assistance,16369
503,Perth - Inner,5,Western Australia,R,Arts and Recreation Services,2299
503,Perth - Inner,5,Western Australia,S,Other Services,2627
503,Perth - Inner,5,Western Australia,_T,Total,99451
504,Perth - North East,5,Western Australia,A,"Agriculture, Forestry and Fishing",1109
504,Perth - North East,5,Western Australia,B,Mining,9329
504,Perth - North East,5,Western Australia,C,Manufacturing,7995
504,Perth - North East,5,Western Australia,D,"Electricity, Gas, Water and Waste Services",1469
504,Perth - North East,5,Western Australia,E,Construction,12173
504,Perth - North East,5,Western Australia,F,Wholesale Trade,4272
504,Perth - North East,5,Western Australia,G,Retail Trade,13132
504,Perth - North East,5,Western Australia,H,Accommodation and Food Services,8618
504,Perth - North East,5,Western Australia,I,"Transport, Postal and Warehousing",7900
504,Perth - North East,5,Western Australia,J,Information Media and Telecommunications,1196
504,Perth - North East,5,Western Australia,K,Financial and Insurance Services,2931
504,Perth - North East,5,Western Australia,L,"Rental, Hiring and Real Estate Services",1895
504,Perth - North East,5,Western Australia,M,"Professional, Scientific and Technical Services",8746
504,Perth - North East,5,Western Australia,N,Administrative and Support Services,4299
504,Perth - North East,5,Western Australia,O,Public Administration and Safety,9177
504,Perth - North East,5,Western Australia,P,Education and Training,11107
504,Perth - North East,5,Western Australia,Q,Health Care and Social Assistance,18343
504,Perth - North East,5,Western Australia,R,Arts and Recreation Services,2433
504,Perth - North East,5,Western Australia,S,Other Services,6143
504,Perth - North East,5,Western Australia,_T,Total,139231
505,Perth - North West,5,Western Australia,A,"Agriculture, Forestry and Fishing",2031
505,Perth - North West,5,Western Australia,B,Mining,17870
505,Perth - North West,5,Western Australia,C,Manufacturing,12725
505,Perth - North West,5,Western Australia,D,"Electricity, Gas, Water and Waste Services",3308
505,Perth - North West,5,Western Australia,E,Construction,31355
505,Perth - North West,5,Western Australia,F,Wholesale Trade,6855
505,Perth - North West,5,Western Australia,G,Retail Trade,27273
505,Perth - North West,5,Western Australia,H,Accommodation and Food Services,18103
505,Perth - North West,5,Western Australia,I,"Transport, Postal and Warehousing",10639
505,Perth - North West,5,Western Australia,J,Information Media and Telecommunications,2789
505,Perth - North West,5,Western Australia,K,Financial and Insurance Services,8646
505,Perth - North West,5,Western Australia,L,"Rental, Hiring and Real Estate Services",4254
505,Perth - North West,5,Western Australia,M,"Professional, Scientific and Technical Services",23149
505,Perth - North West,5,Western Australia,N,Administrative and Support Services,9722
505,Perth - North West,5,Western Australia,O,Public Administration and Safety,17363
505,Perth - North West,5,Western Australia,P,Education and Training,27053
505,Perth - North West,5,Western Australia,Q,Health Care and Social Assistance,42059
505,Perth - North West,5,Western Australia,R,Arts and Recreation Services,5147
505,Perth - North West,5,Western Australia,S,Other Services,12321
505,Perth - North West,5,Western Australia,_T,Total,295961
506,Perth - South East,5,Western Australia,A,"Agriculture, Forestry and Fishing",1891
506,Perth - South East,5,Western Australia,B,Mining,16161
506,Perth - South East,5,Western Australia,C,Manufacturing,14884
506,Perth - South East,5,Western Australia,D,"Electricity, Gas, Water and Waste Services",2797
506,Perth - South East,5,Western Australia,E,Construction,21420
506,Perth - South East,5,Western Australia,F,Wholesale Trade,7955
506,Perth - South East,5,Western Australia,G,Retail Trade,23280
506,Perth - South East,5,Western Australia,H,Accommodation and Food Services,17654
506,Perth - South East,5,Western Australia,I,"Transport, Postal and Warehousing",16199
506,Perth - South East,5,Western Australia,J,Information Media and Telecommunications,2115
506,Perth - South East,5,Western Australia,K,Financial and Insurance Services,5557
506,Perth - South East,5,Western Australia,L,"Rental, Hiring and Real Estate Services",3613
506,Perth - South East,5,Western Australia,M,"Professional, Scientific and Technical Services",18887
506,Perth - South East,5,Western Australia,N,Administrative and Support Services,8658
506,Perth - South East,5,Western Australia,O,Public Administration and Safety,14602
506,Perth - South East,5,Western Australia,P,Education and Training,21304
506,Perth - South East,5,Western Australia,Q,Health Care and Social Assistance,35660
506,Perth - South East,5,Western Australia,R,Arts and Recreation Services,4560
506,Perth - South East,5,Western Australia,S,Other Services,10463
506,Perth - South East,5,Western Australia,_T,Total,261148
507,Perth - South West,5,Western Australia,A,"Agriculture, Forestry and Fishing",1438
507,Perth - South West,5,Western Australia,B,Mining,14556
507,Perth - South West,5,Western Australia,C,Manufacturing,14117
507,Perth - South West,5,Western Australia,D,"Electricity, Gas, Water and Waste Services",2561
507,Perth - South West,5,Western Australia,E,Construction,19522
507,Perth - South West,5,Western Australia,F,Wholesale Trade,5494
507,Perth - South West,5,Western Australia,G,Retail Trade,19255
507,Perth - South West,5,Western Australia,H,Accommodation and Food Services,13338
507,Perth - South West,5,Western Australia,I,"Transport, Postal and Warehousing",9289
507,Perth - South West,5,Western Australia,J,Information Media and Telecommunications,1557
507,Perth - South West,5,Western Australia,K,Financial and Insurance Services,4611
507,Perth - South West,5,Western Australia,L,"Rental, Hiring and Real Estate Services",3183
507,Perth - South West,5,Western Australia,M,"Professional, Scientific and Technical Services",15637
507,Perth - South West,5,Western Australia,N,Administrative and Support Services,6190
507,Perth - South West,5,Western Australia,O,Public Administration and Safety,14797
507,Perth - South West,5,Western Australia,P,Education and Training,21023
507,Perth - South West,5,Western Australia,Q,Health Care and Social Assistance,31281
507,Perth - South West,5,Western Australia,R,Arts and Recreation Services,3600
507,Perth - South West,5,Western Australia,S,Other Services,8124
507,Perth - South West,5,Western Australia,_T,Total,219901
509,Western Australia - Wheat Belt,5,Western Australia,A,"Agriculture, Forestry and Fishing",11930
509,Western Australia - Wheat Belt,5,Western Australia,B,Mining,2930
509,Western Australia - Wheat Belt,5,Western Australia,C,Manufacturing,3017
509,Western Australia - Wheat Belt,5,Western Australia,D,"Electricity, Gas, Water and Waste Services",699
509,Western Australia - Wheat Belt,5,Western Australia,E,Construction,4569
509,Western Australia - Wheat Belt,5,Western Australia,F,Wholesale Trade,1832
509,Western Australia - Wheat Belt,5,Western Australia,G,Retail Trade,4940
509,Western Australia - Wheat Belt,5,Western Australia,H,Accommodation and Food Services,3408
509,Western Australia - Wheat Belt,5,Western Australia,I,"Transport, Postal and Warehousing",2528
509,Western Australia - Wheat Belt,5,Western Australia,J,Information Media and Telecommunications,249
509,Western Australia - Wheat Belt,5,Western Australia,K,Financial and Insurance Services,695
509,Western Australia - Wheat Belt,5,Western Australia,L,"Rental, Hiring and Real Estate Services",520
509,Western Australia - Wheat Belt,5,Western Australia,M,"Professional, Scientific and Technical Services",1740
509,Western Australia - Wheat Belt,5,Western Australia,N,Administrative and Support Services,1352
509,Western Australia - Wheat Belt,5,Western Australia,O,Public Administration and Safety,3879
509,Western Australia - Wheat Belt,5,Western Australia,P,Education and Training,5222
509,Western Australia - Wheat Belt,5,Western Australia,Q,Health Care and Social Assistance,6899
509,Western Australia - Wheat Belt,5,Western Australia,R,Arts and Recreation Services,535
509,Western Australia - Wheat Belt,5,Western Australia,S,Other Services,2249
509,Western Australia - Wheat Belt,5,Western Australia,_T,Total,61621
510,Western Australia - Outback (North),5,Western Australia,A,"Agriculture, Forestry and Fishing",887
510,Western Australia - Outback (North),5,Western Australia,B,Mining,9488
510,Western Australia - Outback (North),5,Western Australia,C,Manufacturing,867
510,Western Australia - Outback (North),5,Western Australia,D,"Electricity, Gas, Water and Waste Services",634
510,Western Australia - Outback (North),5,Western Australia,E,Construction,3344
510,Western Australia - Outback (North),5,Western Australia,F,Wholesale Trade,665
510,Western Australia - Outback (North),5,Western Australia,G,Retail Trade,2467
510,Western Australia - Outback (North),5,Western Australia,H,Accommodation and Food Services,2492
510,Western Australia - Outback (North),5,Western Australia,I,"Transport, Postal and Warehousing",2449
510,Western Australia - Outback (North),5,Western Australia,J,Information Media and Telecommunications,180
510,Western Australia - Outback (North),5,Western Australia,K,Financial and Insurance Services,183
510,Western Australia - Outback (North),5,Western Australia,L,"Rental, Hiring and Real Estate Services",627
510,Western Australia - Outback (North),5,Western Australia,M,"Professional, Scientific and Technical Services",871
510,Western Australia - Outback (North),5,Western Australia,N,Administrative and Support Services,1558
510,Western Australia - Outback (North),5,Western Australia,O,Public Administration and Safety,2775
510,Western Australia - Outback (North),5,Western Australia,P,Education and Training,3900
510,Western Australia - Outback (North),5,Western Australia,Q,Health Care and Social Assistance,4392
510,Western Australia - Outback (North),5,Western Australia,R,Arts and Recreation Services,478
510,Western Australia - Outback (North),5,Western Australia,S,Other Services,1386
510,Western Australia - Outback (North),5,Western Australia,_T,Total,41467
511,Western Australia - Outback (South),5,Western Australia,A,"Agriculture, Forestry and Fishing",4073
511,Western Australia - Outback (South),5,Western Australia,B,Mining,8235
511,Western Australia - Outback (South),5,Western Australia,C,Manufacturing,1649
511,Western Australia - Outback (South),5,Western Australia,D,"Electricity, Gas, Water and Waste Services",556
511,Western Australia - Outback (South),5,Western Australia,E,Construction,4122
511,Western Australia - Outback (South),5,Western Australia,F,Wholesale Trade,1338
511,Western Australia - Outback (South),5,Western Australia,G,Retail Trade,4601
511,Western Australia - Outback (South),5,Western Australia,H,Accommodation and Food Services,3790
511,Western Australia - Outback (South),5,Western Australia,I,"Transport, Postal and Warehousing",3257
511,Western Australia - Outback (South),5,Western Australia,J,Information Media and Telecommunications,205
511,Western Australia - Outback (South),5,Western Australia,K,Financial and Insurance Services,441
511,Western Australia - Outback (South),5,Western Australia,L,"Rental, Hiring and Real Estate Services",678
511,Western Australia - Outback (South),5,Western Australia,M,"Professional, Scientific and Technical Services",1753
511,Western Australia - Outback (South),5,Western Australia,N,Administrative and Support Services,1442
511,Western Australia - Outback (South),5,Western Australia,O,Public Administration and Safety,3342
511,Western Australia - Outback (South),5,Western Australia,P,Education and Training,4729
511,Western Australia - Outback (South),5,Western Australia,Q,Health Care and Social Assistance,5841
511,Western Australia - Outback (South),5,Western Australia,R,Arts and Recreation Services,477
511,Western Australia - Outback (South),5,Western Australia,S,Other Services,2197
511,Western Australia - Outback (South),5,Western Australia,_T,Total,54931
597,Migratory - Offshore - Shipping (WA),5,Western Australia,A,"Agriculture, Forestry and Fishing",41
597,Migratory - Offshore - Shipping (WA),5,Western Australia,B,Mining,74
597,Migratory - Offshore - Shipping (WA),5,Western Australia,C,Manufacturing,4
597,Migratory - Offshore - Shipping (WA),5,Western Australia,D,"Electricity, Gas, Water and Waste Services",5
597,Migratory - Offshore - Shipping (WA),5,Western Australia,E,Construction,38
597,Migratory - Offshore - Shipping (WA),5,Western Australia,F,Wholesale Trade,3
597,Migratory - Offshore - Shipping (WA),5,Western Australia,G,Retail Trade,0
597,Migratory - Offshore - Shipping (WA),5,Western Australia,H,Accommodation and Food Services,6
597,Migratory - Offshore - Shipping (WA),5,Western Australia,I,"Transport, Postal and Warehousing",33
597,Migratory - Offshore - Shipping (WA),5,Western Australia,J,Information Media and Telecommunications,0
597,Migratory - Offshore - Shipping (WA),5,Western Australia,K,Financial and Insurance Services,3
597,Migratory - Offshore - Shipping (WA),5,Western Australia,L,"Rental, Hiring and Real Estate Services",0
597,Migratory - Offshore - Shipping (WA),5,Western Australia,M,"Professional, Scientific and Technical Services",3
597,Migratory - Offshore - Shipping (WA),5,Western Australia,N,Administrative and Support Services,4
597,Migratory - Offshore - Shipping (WA),5,Western Australia,O,Public Administration and Safety,0
597,Migratory - Offshore - Shipping (WA),5,Western Australia,P,Education and Training,0
597,Migratory - Offshore - Shipping (WA),5,Western Australia,Q,Health Care and Social Assistance,0
597,Migratory - Offshore - Shipping (WA),5,Western Australia,R,Arts and Recreation Services,0
597,Migratory - Offshore - Shipping (WA),5,Western Australia,S,Other Services,4
597,Migratory - Offshore - Shipping (WA),5,Western Australia,_T,Total,277
599,No usual address (WA),5,Western Australia,A,"Agriculture, Forestry and Fishing",101
599,No usual address (WA),5,Western Australia,B,Mining,188
599,No usual address (WA),5,Western Australia,C,Manufacturing,67
599,No usual address (WA),5,Western Australia,D,"Electricity, Gas, Water and Waste Services",12
599,No usual address (WA),5,Western Australia,E,Construction,168
599,No usual address (WA),5,Western Australia,F,Wholesale Trade,22
599,No usual address (WA),5,Western Australia,G,Retail Trade,88
599,No usual address (WA),5,Western Australia,H,Accommodation and Food Services,231
599,No usual address (WA),5,Western Australia,I,"Transport, Postal and Warehousing",88
599,No usual address (WA),5,Western Australia,J,Information Media and Telecommunications,17
599,No usual address (WA),5,Western Australia,K,Financial and Insurance Services,16
599,No usual address (WA),5,Western Australia,L,"Rental, Hiring and Real Estate Services",9
599,No usual address (WA),5,Western Australia,M,"Professional, Scientific and Technical Services",92
599,No usual address (WA),5,Western Australia,N,Administrative and Support Services,62
599,No usual address (WA),5,Western Australia,O,Public Administration and Safety,66
599,No usual address (WA),5,Western Australia,P,Education and Training,69
599,No usual address (WA),5,Western Australia,Q,Health Care and Social Assistance,157
599,No usual address (WA),5,Western Australia,R,Arts and Recreation Services,25
599,No usual address (WA),5,Western Australia,S,Other Services,52
599,No usual address (WA),5,Western Australia,_T,Total,1614
601,Hobart,6,Tasmania,A,"Agriculture, Forestry and Fishing",2393
601,Hobart,6,Tasmania,B,Mining,319
601,Hobart,6,Tasmania,C,Manufacturing,6006
601,Hobart,6,Tasmania,D,"Electricity, Gas, Water and Waste Services",2608
601,Hobart,6,Tasmania,E,Construction,10083
601,Hobart,6,Tasmania,F,Wholesale Trade,1975
601,Hobart,6,Tasmania,G,Retail Trade,11120
601,Hobart,6,Tasmania,H,Accommodation and Food Services,9275
601,Hobart,6,Tasmania,I,"Transport, Postal and Warehousing",3960
601,Hobart,6,Tasmania,J,Information Media and Telecommunications,1532
601,Hobart,6,Tasmania,K,Financial and Insurance Services,2598
601,Hobart,6,Tasmania,L,"Rental, Hiring and Real Estate Services",1394
601,Hobart,6,Tasmania,M,"Professional, Scientific and Technical Services",7632
601,Hobart,6,Tasmania,N,Administrative and Support Services,3422
601,Hobart,6,Tasmania,O,Public Administration and Safety,11826
601,Hobart,6,Tasmania,P,Education and Training,12473
601,Hobart,6,Tasmania,Q,Health Care and Social Assistance,19998
601,Hobart,6,Tasmania,R,Arts and Recreation Services,2695
601,Hobart,6,Tasmania,S,Other Services,4411
601,Hobart,6,Tasmania,_T,Total,118720
602,Launceston and North East,6,Tasmania,A,"Agriculture, Forestry and Fishing",4488
602,Launceston and North East,6,Tasmania,B,Mining,532
602,Launceston and North East,6,Tasmania,C,Manufacturing,4888
602,Launceston and North East,6,Tasmania,D,"Electricity, Gas, Water and Waste Services",997
602,Launceston and North East,6,Tasmania,E,Construction,5839
602,Launceston and North East,6,Tasmania,F,Wholesale Trade,1932
602,Launceston and North East,6,Tasmania,G,Retail Trade,6870
602,Launceston and North East,6,Tasmania,H,Accommodation and Food Services,5171
602,Launceston and North East,6,Tasmania,I,"Transport, Postal and Warehousing",3025
602,Launceston and North East,6,Tasmania,J,Information Media and Telecommunications,593
602,Launceston and North East,6,Tasmania,K,Financial and Insurance Services,1409
602,Launceston and North East,6,Tasmania,L,"Rental, Hiring and Real Estate Services",772
602,Launceston and North East,6,Tasmania,M,"Professional, Scientific and Technical Services",2881
602,Launceston and North East,6,Tasmania,N,Administrative and Support Services,1980
602,Launceston and North East,6,Tasmania,O,Public Administration and Safety,3232
602,Launceston and North East,6,Tasmania,P,Education and Training,5972
602,Launceston and North East,6,Tasmania,Q,Health Care and Social Assistance,11776
602,Launceston and North East,6,Tasmania,R,Arts and Recreation Services,1053
602,Launceston and North East,6,Tasmania,S,Other Services,2624
602,Launceston and North East,6,Tasmania,_T,Total,68079
603,South East,6,Tasmania,A,"Agriculture, Forestry and Fishing",2428
603,South East,6,Tasmania,B,Mining,89
603,South East,6,Tasmania,C,Manufacturing,1142
603,South East,6,Tasmania,D,"Electricity, Gas, Water and Waste Services",263
603,South East,6,Tasmania,E,Construction,1721
603,South East,6,Tasmania,F,Wholesale Trade,354
603,South East,6,Tasmania,G,Retail Trade,1248
603,South East,6,Tasmania,H,Accommodation and Food Services,1416
603,South East,6,Tasmania,I,"Transport, Postal and Warehousing",607
603,South East,6,Tasmania,J,Information Media and Telecommunications,159
603,South East,6,Tasmania,K,Financial and Insurance Services,204
603,South East,6,Tasmania,L,"Rental, Hiring and Real Estate Services",198
603,South East,6,Tasmania,M,"Professional, Scientific and Technical Services",806
603,South East,6,Tasmania,N,Administrative and Support Services,583
603,South East,6,Tasmania,O,Public Administration and Safety,1125
603,South East,6,Tasmania,P,Education and Training,1417
603,South East,6,Tasmania,Q,Health Care and Social Assistance,2108
603,South East,6,Tasmania,R,Arts and Recreation Services,402
603,South East,6,Tasmania,S,Other Services,546
603,South East,6,Tasmania,_T,Total,17487
604,West and North West,6,Tasmania,A,"Agriculture, Forestry and Fishing",4095
604,West and North West,6,Tasmania,B,Mining,1702
604,West and North West,6,Tasmania,C,Manufacturing,4149
604,West and North West,6,Tasmania,D,"Electricity, Gas, Water and Waste Services",592
604,West and North West,6,Tasmania,E,Construction,4145
604,West and North West,6,Tasmania,F,Wholesale Trade,1455
604,West and North West,6,Tasmania,G,Retail Trade,5162
604,West and North West,6,Tasmania,H,Accommodation and Food Services,3576
604,West and North West,6,Tasmania,I,"Transport, Postal and Warehousing",2742
604,West and North West,6,Tasmania,J,Information Media and Telecommunications,272
604,West and North West,6,Tasmania,K,Financial and Insurance Services,532
604,West and North West,6,Tasmania,L,"Rental, Hiring and Real Estate Services",446
604,West and North West,6,Tasmania,M,"Professional, Scientific and Technical Services",1567
604,West and North West,6,Tasmania,N,Administrative and Support Services,1404
604,West and North West,6,Tasmania,O,Public Administration and Safety,2348
604,West and North West,6,Tasmania,P,Education and Training,4184
604,West and North West,6,Tasmania,Q,Health Care and Social Assistance,7807
604,West and North West,6,Tasmania,R,Arts and Recreation Services,464
604,West and North West,6,Tasmania,S,Other Services,2041
604,West and North West,6,Tasmania,_T,Total,50109
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,A,"Agriculture, Forestry and Fishing",0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,B,Mining,0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,C,Manufacturing,0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,D,"Electricity, Gas, Water and Waste Services",0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,E,Construction,0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,F,Wholesale Trade,0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,G,Retail Trade,0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,H,Accommodation and Food Services,0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,I,"Transport, Postal and Warehousing",9
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,J,Information Media and Telecommunications,0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,K,Financial and Insurance Services,0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,L,"Rental, Hiring and Real Estate Services",0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,M,"Professional, Scientific and Technical Services",0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,N,Administrative and Support Services,0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,O,Public Administration and Safety,0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,P,Education and Training,0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,Q,Health Care and Social Assistance,0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,R,Arts and Recreation Services,0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,S,Other Services,0
697,Migratory - Offshore - Shipping (Tas.),6,Tasmania,_T,Total,12
699,No usual address (Tas.),6,Tasmania,A,"Agriculture, Forestry and Fishing",20
699,No usual address (Tas.),6,Tasmania,B,Mining,5
699,No usual address (Tas.),6,Tasmania,C,Manufacturing,19
699,No usual address (Tas.),6,Tasmania,D,"Electricity, Gas, Water and Waste Services",5
699,No usual address (Tas.),6,Tasmania,E,Construction,35
699,No usual address (Tas.),6,Tasmania,F,Wholesale Trade,3
699,No usual address (Tas.),6,Tasmania,G,Retail Trade,34
699,No usual address (Tas.),6,Tasmania,H,Accommodation and Food Services,28
699,No usual address (Tas.),6,Tasmania,I,"Transport, Postal and Warehousing",22
699,No usual address (Tas.),6,Tasmania,J,Information Media and Telecommunications,0
699,No usual address (Tas.),6,Tasmania,K,Financial and Insurance Services,5
699,No usual address (Tas.),6,Tasmania,L,"Rental, Hiring and Real Estate Services",0
699,No usual address (Tas.),6,Tasmania,M,"Professional, Scientific and Technical Services",13
699,No usual address (Tas.),6,Tasmania,N,Administrative and Support Services,15
699,No usual address (Tas.),6,Tasmania,O,Public Administration and Safety,18
699,No usual address (Tas.),6,Tasmania,P,Education and Training,12
699,No usual address (Tas.),6,Tasmania,Q,Health Care and Social Assistance,37
699,No usual address (Tas.),6,Tasmania,R,Arts and Recreation Services,10
699,No usual address (Tas.),6,Tasmania,S,Other Services,10
699,No usual address (Tas.),6,Tasmania,_T,Total,309
701,Darwin,7,Northern Territory,A,"Agriculture, Forestry and Fishing",863
701,Darwin,7,Northern Territory,B,Mining,1670
701,Darwin,7,Northern Territory,C,Manufacturing,1921
701,Darwin,7,Northern Territory,D,"Electricity, Gas, Water and Waste Services",1273
701,Darwin,7,Northern Territory,E,Construction,6556
701,Darwin,7,Northern Territory,F,Wholesale Trade,1251
701,Darwin,7,Northern Territory,G,Retail Trade,5449
701,Darwin,7,Northern Territory,H,Accommodation and Food Services,5714
701,Darwin,7,Northern Territory,I,"Transport, Postal and Warehousing",3310
701,Darwin,7,Northern Territory,J,Information Media and Telecommunications,586
701,Darwin,7,Northern Territory,K,Financial and Insurance Services,835
701,Darwin,7,Northern Territory,L,"Rental, Hiring and Real Estate Services",979
701,Darwin,7,Northern Territory,M,"Professional, Scientific and Technical Services",4116
701,Darwin,7,Northern Territory,N,Administrative and Support Services,2295
701,Darwin,7,Northern Territory,O,Public Administration and Safety,13939
701,Darwin,7,Northern Territory,P,Education and Training,6218
701,Darwin,7,Northern Territory,Q,Health Care and Social Assistance,10171
701,Darwin,7,Northern Territory,R,Arts and Recreation Services,1459
701,Darwin,7,Northern Territory,S,Other Services,2915
701,Darwin,7,Northern Territory,_T,Total,74631
702,Northern Territory - Outback,7,Northern Territory,A,"Agriculture, Forestry and Fishing",1519
702,Northern Territory - Outback,7,Northern Territory,B,Mining,917
702,Northern Territory - Outback,7,Northern Territory,C,Manufacturing,480
702,Northern Territory - Outback,7,Northern Territory,D,"Electricity, Gas, Water and Waste Services",319
702,Northern Territory - Outback,7,Northern Territory,E,Construction,1997
702,Northern Territory - Outback,7,Northern Territory,F,Wholesale Trade,351
702,Northern Territory - Outback,7,Northern Territory,G,Retail Trade,2259
702,Northern Territory - Outback,7,Northern Territory,H,Accommodation and Food Services,2113
702,Northern Territory - Outback,7,Northern Territory,I,"Transport, Postal and Warehousing",963
702,Northern Territory - Outback,7,Northern Territory,J,Information Media and Telecommunications,180
702,Northern Territory - Outback,7,Northern Territory,K,Financial and Insurance Services,151
702,Northern Territory - Outback,7,Northern Territory,L,"Rental, Hiring and Real Estate Services",216
702,Northern Territory - Outback,7,Northern Territory,M,"Professional, Scientific and Technical Services",1035
702,Northern Territory - Outback,7,Northern Territory,N,Administrative and Support Services,833
702,Northern Territory - Outback,7,Northern Territory,O,Public Administration and Safety,5470
702,Northern Territory - Outback,7,Northern Territory,P,Education and Training,3795
702,Northern Territory - Outback,7,Northern Territory,Q,Health Care and Social Assistance,5731
702,Northern Territory - Outback,7,Northern Territory,R,Arts and Recreation Services,976
702,Northern Territory - Outback,7,Northern Territory,S,Other Services,1246
702,Northern Territory - Outback,7,Northern Territory,_T,Total,31846
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,A,"Agriculture, Forestry and Fishing",20
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,B,Mining,5
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,C,Manufacturing,0
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,D,"Electricity, Gas, Water and Waste Services",0
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,E,Construction,3
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,F,Wholesale Trade,0
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,G,Retail Trade,0
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,H,Accommodation and Food Services,0
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,I,"Transport, Postal and Warehousing",15
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,J,Information Media and Telecommunications,0
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,K,Financial and Insurance Services,0
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,L,"Rental, Hiring and Real Estate Services",0
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,M,"Professional, Scientific and Technical Services",0
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,N,Administrative and Support Services,0
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,O,Public Administration and Safety,0
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,P,Education and Training,0
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,Q,Health Care and Social Assistance,0
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,R,Arts and Recreation Services,0
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,S,Other Services,0
797,Migratory - Offshore - Shipping (NT),7,Northern Territory,_T,Total,56
799,No usual address (NT),7,Northern Territory,A,"Agriculture, Forestry and Fishing",41
799,No usual address (NT),7,Northern Territory,B,Mining,16
799,No usual address (NT),7,Northern Territory,C,Manufacturing,7
799,No usual address (NT),7,Northern Territory,D,"Electricity, Gas, Water and Waste Services",3
799,No usual address (NT),7,Northern Territory,E,Construction,42
799,No usual address (NT),7,Northern Territory,F,Wholesale Trade,7
799,No usual address (NT),7,Northern Territory,G,Retail Trade,33
799,No usual address (NT),7,Northern Territory,H,Accommodation and Food Services,81
799,No usual address (NT),7,Northern Territory,I,"Transport, Postal and Warehousing",24
