sa4_code,sa4_name,state_code,state_name,anzsic_division,anzsic_name,employed_persons
210,Melbourne - North West,2,Victoria,B,Mining,270
210,Melbourne - North West,2,Victoria,C,Manufacturing,13948
210,Melbourne - North West,2,Victoria,D,"Electricity, Gas, Water and Waste Services",1989
210,Melbourne - North West,2,Victoria,E,Construction,21627
210,Melbourne - North West,2,Victoria,F,Wholesale Trade,5211
210,Melbourne - North West,2,Victoria,G,Retail Trade,17306
210,Melbourne - North West,2,Victoria,H,Accommodation and Food Services,10792
210,Melbourne - North West,2,Victoria,I,"Transport, Postal and Warehousing",15607
210,Melbourne - North West,2,Victoria,J,Information Media and Telecommunications,2616
210,Melbourne - North West,2,Victoria,K,Financial and Insurance Services,7471
210,Melbourne - North West,2,Victoria,L,"Rental, Hiring and Real Estate Services",2489
210,Melbourne - North West,2,Victoria,M,"Professional, Scientific and Technical Services",12486
210,Melbourne - North West,2,Victoria,N,Administrative and Support Services,6581
210,Melbourne - North West,2,Victoria,O,Public Administration and Safety,12495
210,Melbourne - North West,2,Victoria,P,Education and Training,16220
210,Melbourne - North West,2,Victoria,Q,Health Care and Social Assistance,23629
210,Melbourne - North West,2,Victoria,R,Arts and Recreation Services,2631
210,Melbourne - North West,2,Victoria,S,Other Services,6939
210,Melbourne - North West,2,Victoria,_T,Total,190944
211,Melbourne - Outer East,2,Victoria,A,"Agriculture, Forestry and Fishing",2496
211,Melbourne - Outer East,2,Victoria,B,Mining,424
211,Melbourne - Outer East,2,Victoria,C,Manufacturing,21131
211,Melbourne - Outer East,2,Victoria,D,"Electricity, Gas, Water and Waste Services",2918
211,Melbourne - Outer East,2,Victoria,E,Construction,30434
211,Melbourne - Outer East,2,Victoria,F,Wholesale Trade,9718
211,Melbourne - Outer East,2,Victoria,G,Retail Trade,25960
211,Melbourne - Outer East,2,Victoria,H,Accommodation and Food Services,13692
211,Melbourne - Outer East,2,Victoria,I,"Transport, Postal and Warehousing",8095
211,Melbourne - Outer East,2,Victoria,J,Information Media and Telecommunications,4231
211,Melbourne - Outer East,2,Victoria,K,Financial and Insurance Services,9928
211,Melbourne - Outer East,2,Victoria,L,"Rental, Hiring and Real Estate Services",3668
211,Melbourne - Outer East,2,Victoria,M,"Professional, Scientific and Technical Services",21563
211,Melbourne - Outer East,2,Victoria,N,Administrative and Support Services,8015
211,Melbourne - Outer East,2,Victoria,O,Public Administration and Safety,13293
211,Melbourne - Outer East,2,Victoria,P,Education and Training,25002
211,Melbourne - Outer East,2,Victoria,Q,Health Care and Social Assistance,36543
211,Melbourne - Outer East,2,Victoria,R,Arts and Recreation Services,4024
211,Melbourne - Outer East,2,Victoria,S,Other Services,10748
211,Melbourne - Outer East,2,Victoria,_T,Total,263832
212,Melbourne - South East,2,Victoria,A,"Agriculture, Forestry and Fishing",4293
212,Melbourne - South East,2,Victoria,B,Mining,616
212,Melbourne - South East,2,Victoria,C,Manufacturing,41707
212,Melbourne - South East,2,Victoria,D,"Electricity, Gas, Water and Waste Services",4304
212,Melbourne - South East,2,Victoria,E,Construction,41043
212,Melbourne - South East,2,Victoria,F,Wholesale Trade,15110
212,Melbourne - South East,2,Victoria,G,Retail Trade,40666
212,Melbourne - South East,2,Victoria,H,Accommodation and Food Services,23276
212,Melbourne - South East,2,Victoria,I,"Transport, Postal and Warehousing",21160
212,Melbourne - South East,2,Victoria,J,Information Media and Telecommunications,5664
212,Melbourne - South East,2,Victoria,K,Financial and Insurance Services,14760
212,Melbourne - South East,2,Victoria,L,"Rental, Hiring and Real Estate Services",5145
212,Melbourne - South East,2,Victoria,M,"Professional, Scientific and Technical Services",27133
212,Melbourne - South East,2,Victoria,N,Administrative and Support Services,13607
212,Melbourne - South East,2,Victoria,O,Public Administration and Safety,15781
212,Melbourne - South East,2,Victoria,P,Education and Training,29698
212,Melbourne - South East,2,Victoria,Q,Health Care and Social Assistance,56359
212,Melbourne - South East,2,Victoria,R,Arts and Recreation Services,4916
212,Melbourne - South East,2,Victoria,S,Other Services,15345
212,Melbourne - South East,2,Victoria,_T,Total,404944
213,Melbourne - West,2,Victoria,A,"Agriculture, Forestry and Fishing",2553
213,Melbourne - West,2,Victoria,B,Mining,734
213,Melbourne - West,2,Victoria,C,Manufacturing,27965
213,Melbourne - West,2,Victoria,D,"Electricity, Gas, Water and Waste Services",4971
213,Melbourne - West,2,Victoria,E,Construction,36075
213,Melbourne - West,2,Victoria,F,Wholesale Trade,11310
213,Melbourne - West,2,Victoria,G,Retail Trade,38177
213,Melbourne - West,2,Victoria,H,Accommodation and Food Services,23689
213,Melbourne - West,2,Victoria,I,"Transport, Postal and Warehousing",35254
213,Melbourne - West,2,Victoria,J,Information Media and Telecommunications,6603
213,Melbourne - West,2,Victoria,K,Financial and Insurance Services,19479
213,Melbourne - West,2,Victoria,L,"Rental, Hiring and Real Estate Services",5772
213,Melbourne - West,2,Victoria,M,"Professional, Scientific and Technical Services",29353
213,Melbourne - West,2,Victoria,N,Administrative and Support Services,14209
213,Melbourne - West,2,Victoria,O,Public Administration and Safety,23140
213,Melbourne - West,2,Victoria,P,Education and Training,29799
213,Melbourne - West,2,Victoria,Q,Health Care and Social Assistance,47211
213,Melbourne - West,2,Victoria,R,Arts and Recreation Services,6422
213,Melbourne - West,2,Victoria,S,Other Services,13606
213,Melbourne - West,2,Victoria,_T,Total,397466
214,Mornington Peninsula,2,Victoria,A,"Agriculture, Forestry and Fishing",1657
214,Mornington Peninsula,2,Victoria,B,Mining,350
214,Mornington Peninsula,2,Victoria,C,Manufacturing,11003
214,Mornington Peninsula,2,Victoria,D,"Electricity, Gas, Water and Waste Services",1608
214,Mornington Peninsula,2,Victoria,E,Construction,20323
214,Mornington Peninsula,2,Victoria,F,Wholesale Trade,4325
214,Mornington Peninsula,2,Victoria,G,Retail Trade,14734
214,Mornington Peninsula,2,Victoria,H,Accommodation and Food Services,8701
214,Mornington Peninsula,2,Victoria,I,"Transport, Postal and Warehousing",4389
214,Mornington Peninsula,2,Victoria,J,Information Media and Telecommunications,1502
214,Mornington Peninsula,2,Victoria,K,Financial and Insurance Services,3331
214,Mornington Peninsula,2,Victoria,L,"Rental, Hiring and Real Estate Services",2412
214,Mornington Peninsula,2,Victoria,M,"Professional, Scientific and Technical Services",8951
214,Mornington Peninsula,2,Victoria,N,Administrative and Support Services,4924
214,Mornington Peninsula,2,Victoria,O,Public Administration and Safety,7848
214,Mornington Peninsula,2,Victoria,P,Education and Training,12747
214,Mornington Peninsula,2,Victoria,Q,Health Care and Social Assistance,20765
214,Mornington Peninsula,2,Victoria,R,Arts and Recreation Services,2745
214,Mornington Peninsula,2,Victoria,S,Other Services,5459
214,Mornington Peninsula,2,Victoria,_T,Total,144321
215,North West,2,Victoria,A,"Agriculture, Forestry and Fishing",11454
215,North West,2,Victoria,B,Mining,636
215,North West,2,Victoria,C,Manufacturing,4320
215,North West,2,Victoria,D,"Electricity, Gas, Water and Waste Services",840
215,North West,2,Victoria,E,Construction,5014
215,North West,2,Victoria,F,Wholesale Trade,1876
215,North West,2,Victoria,G,Retail Trade,6346
215,North West,2,Victoria,H,Accommodation and Food Services,4007
215,North West,2,Victoria,I,"Transport, Postal and Warehousing",2796
215,North West,2,Victoria,J,Information Media and Telecommunications,364
215,North West,2,Victoria,K,Financial and Insurance Services,809
215,North West,2,Victoria,L,"Rental, Hiring and Real Estate Services",503
215,North West,2,Victoria,M,"Professional, Scientific and Technical Services",2017
215,North West,2,Victoria,N,Administrative and Support Services,1989
215,North West,2,Victoria,O,Public Administration and Safety,3942
215,North West,2,Victoria,P,Education and Training,5343
215,North West,2,Victoria,Q,Health Care and Social Assistance,10534
215,North West,2,Victoria,R,Arts and Recreation Services,723
215,North West,2,Victoria,S,Other Services,2385
215,North West,2,Victoria,_T,Total,68899
216,Shepparton,2,Victoria,A,"Agriculture, Forestry and Fishing",6660
216,Shepparton,2,Victoria,B,Mining,173
216,Shepparton,2,Victoria,C,Manufacturing,6038
216,Shepparton,2,Victoria,D,"Electricity, Gas, Water and Waste Services",1012
216,Shepparton,2,Victoria,E,Construction,5546
216,Shepparton,2,Victoria,F,Wholesale Trade,1240
216,Shepparton,2,Victoria,G,Retail Trade,5767
216,Shepparton,2,Victoria,H,Accommodation and Food Services,3786
216,Shepparton,2,Victoria,I,"Transport, Postal and Warehousing",2462
216,Shepparton,2,Victoria,J,Information Media and Telecommunications,332
216,Shepparton,2,Victoria,K,Financial and Insurance Services,743
216,Shepparton,2,Victoria,L,"Rental, Hiring and Real Estate Services",522
216,Shepparton,2,Victoria,M,"Professional, Scientific and Technical Services",2134
216,Shepparton,2,Victoria,N,Administrative and Support Services,1632
216,Shepparton,2,Victoria,O,Public Administration and Safety,2291
216,Shepparton,2,Victoria,P,Education and Training,4614
216,Shepparton,2,Victoria,Q,Health Care and Social Assistance,9626
216,Shepparton,2,Victoria,R,Arts and Recreation Services,618
216,Shepparton,2,Victoria,S,Other Services,2548
216,Shepparton,2,Victoria,_T,Total,60348
217,Warrnambool and South West,2,Victoria,A,"Agriculture, Forestry and Fishing",8898
217,Warrnambool and South West,2,Victoria,B,Mining,266
217,Warrnambool and South West,2,Victoria,C,Manufacturing,5416
217,Warrnambool and South West,2,Victoria,D,"Electricity, Gas, Water and Waste Services",673
217,Warrnambool and South West,2,Victoria,E,Construction,4856
217,Warrnambool and South West,2,Victoria,F,Wholesale Trade,1325
217,Warrnambool and South West,2,Victoria,G,Retail Trade,5581
217,Warrnambool and South West,2,Victoria,H,Accommodation and Food Services,4099
217,Warrnambool and South West,2,Victoria,I,"Transport, Postal and Warehousing",2234
217,Warrnambool and South West,2,Victoria,J,Information Media and Telecommunications,377
217,Warrnambool and South West,2,Victoria,K,Financial and Insurance Services,737
217,Warrnambool and South West,2,Victoria,L,"Rental, Hiring and Real Estate Services",477
217,Warrnambool and South West,2,Victoria,M,"Professional, Scientific and Technical Services",2038
217,Warrnambool and South West,2,Victoria,N,Administrative and Support Services,1537
217,Warrnambool and South West,2,Victoria,O,Public Administration and Safety,3017
217,Warrnambool and South West,2,Victoria,P,Education and Training,4652
217,Warrnambool and South West,2,Victoria,Q,Health Care and Social Assistance,9436
217,Warrnambool and South West,2,Victoria,R,Arts and Recreation Services,708
217,Warrnambool and South West,2,Victoria,S,Other Services,2012
217,Warrnambool and South West,2,Victoria,_T,Total,60640
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,A,"Agriculture, Forestry and Fishing",0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,B,Mining,0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,C,Manufacturing,0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,D,"Electricity, Gas, Water and Waste Services",0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,E,Construction,0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,F,Wholesale Trade,0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,G,Retail Trade,0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,H,Accommodation and Food Services,0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,I,"Transport, Postal and Warehousing",9
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,J,Information Media and Telecommunications,0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,K,Financial and Insurance Services,0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,L,"Rental, Hiring and Real Estate Services",0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,M,"Professional, Scientific and Technical Services",0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,N,Administrative and Support Services,0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,O,Public Administration and Safety,0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,P,Education and Training,0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,Q,Health Care and Social Assistance,0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,R,Arts and Recreation Services,0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,S,Other Services,0
297,Migratory - Offshore - Shipping (Vic.),2,Victoria,_T,Total,15
299,No usual address (Vic.),2,Victoria,A,"Agriculture, Forestry and Fishing",76
299,No usual address (Vic.),2,Victoria,B,Mining,6
299,No usual address (Vic.),2,Victoria,C,Manufacturing,120
299,No usual address (Vic.),2,Victoria,D,"Electricity, Gas, Water and Waste Services",22
299,No usual address (Vic.),2,Victoria,E,Construction,190
299,No usual address (Vic.),2,Victoria,F,Wholesale Trade,39
299,No usual address (Vic.),2,Victoria,G,Retail Trade,126
299,No usual address (Vic.),2,Victoria,H,Accommodation and Food Services,202
299,No usual address (Vic.),2,Victoria,I,"Transport, Postal and Warehousing",108
299,No usual address (Vic.),2,Victoria,J,Information Media and Telecommunications,25
299,No usual address (Vic.),2,Victoria,K,Financial and Insurance Services,53
299,No usual address (Vic.),2,Victoria,L,"Rental, Hiring and Real Estate Services",23
299,No usual address (Vic.),2,Victoria,M,"Professional, Scientific and Technical Services",99
299,No usual address (Vic.),2,Victoria,N,Administrative and Support Services,74
299,No usual address (Vic.),2,Victoria,O,Public Administration and Safety,115
299,No usual address (Vic.),2,Victoria,P,Education and Training,97
299,No usual address (Vic.),2,Victoria,Q,Health Care and Social Assistance,205
299,No usual address (Vic.),2,Victoria,R,Arts and Recreation Services,46
299,No usual address (Vic.),2,Victoria,S,Other Services,56
299,No usual address (Vic.),2,Victoria,_T,Total,1797
301,Brisbane - East,3,Queensland,A,"Agriculture, Forestry and Fishing",676
301,Brisbane - East,3,Queensland,B,Mining,1243
301,Brisbane - East,3,Queensland,C,Manufacturing,8163
301,Brisbane - East,3,Queensland,D,"Electricity, Gas, Water and Waste Services",1471
301,Brisbane - East,3,Queensland,E,Construction,13639
301,Brisbane - East,3,Queensland,F,Wholesale Trade,3718
301,Brisbane - East,3,Queensland,G,Retail Trade,11233
301,Brisbane - East,3,Queensland,H,Accommodation and Food Services,6521
301,Brisbane - East,3,Queensland,I,"Transport, Postal and Warehousing",6669
301,Brisbane - East,3,Queensland,J,Information Media and Telecommunications,1251
301,Brisbane - East,3,Queensland,K,Financial and Insurance Services,3638
301,Brisbane - East,3,Queensland,L,"Rental, Hiring and Real Estate Services",2145
301,Brisbane - East,3,Queensland,M,"Professional, Scientific and Technical Services",8411
301,Brisbane - East,3,Queensland,N,Administrative and Support Services,3917
301,Brisbane - East,3,Queensland,O,Public Administration and Safety,6923
301,Brisbane - East,3,Queensland,P,Education and Training,10469
301,Brisbane - East,3,Queensland,Q,Health Care and Social Assistance,17100
301,Brisbane - East,3,Queensland,R,Arts and Recreation Services,1512
301,Brisbane - East,3,Queensland,S,Other Services,4949
301,Brisbane - East,3,Queensland,_T,Total,118757
302,Brisbane - North,3,Queensland,A,"Agriculture, Forestry and Fishing",353
302,Brisbane - North,3,Queensland,B,Mining,1339
302,Brisbane - North,3,Queensland,C,Manufacturing,5520
302,Brisbane - North,3,Queensland,D,"Electricity, Gas, Water and Waste Services",1618
302,Brisbane - North,3,Queensland,E,Construction,9081
302,Brisbane - North,3,Queensland,F,Wholesale Trade,2756
302,Brisbane - North,3,Queensland,G,Retail Trade,10282
302,Brisbane - North,3,Queensland,H,Accommodation and Food Services,7384
302,Brisbane - North,3,Queensland,I,"Transport, Postal and Warehousing",7384
302,Brisbane - North,3,Queensland,J,Information Media and Telecommunications,1503
302,Brisbane - North,3,Queensland,K,Financial and Insurance Services,4282
302,Brisbane - North,3,Queensland,L,"Rental, Hiring and Real Estate Services",1980
302,Brisbane - North,3,Queensland,M,"Professional, Scientific and Technical Services",10772
302,Brisbane - North,3,Queensland,N,Administrative and Support Services,3688
302,Brisbane - North,3,Queensland,O,Public Administration and Safety,9339
302,Brisbane - North,3,Queensland,P,Education and Training,10266
302,Brisbane - North,3,Queensland,Q,Health Care and Social Assistance,20101
302,Brisbane - North,3,Queensland,R,Arts and Recreation Services,1903
302,Brisbane - North,3,Queensland,S,Other Services,4217
302,Brisbane - North,3,Queensland,_T,Total,118257
303,Brisbane - South,3,Queensland,A,"Agriculture, Forestry and Fishing",695
303,Brisbane - South,3,Queensland,B,Mining,1797
303,Brisbane - South,3,Queensland,C,Manufacturing,9991
303,Brisbane - South,3,Queensland,D,"Electricity, Gas, Water and Waste Services",1936
303,Brisbane - South,3,Queensland,E,Construction,13186
303,Brisbane - South,3,Queensland,F,Wholesale Trade,5091
303,Brisbane - South,3,Queensland,G,Retail Trade,16745
303,Brisbane - South,3,Queensland,H,Accommodation and Food Services,13907
303,Brisbane - South,3,Queensland,I,"Transport, Postal and Warehousing",9260
303,Brisbane - South,3,Queensland,J,Information Media and Telecommunications,2505
303,Brisbane - South,3,Queensland,K,Financial and Insurance Services,7096
303,Brisbane - South,3,Queensland,L,"Rental, Hiring and Real Estate Services",3727
303,Brisbane - South,3,Queensland,M,"Professional, Scientific and Technical Services",19066
303,Brisbane - South,3,Queensland,N,Administrative and Support Services,6321
303,Brisbane - South,3,Queensland,O,Public Administration and Safety,11987
303,Brisbane - South,3,Queensland,P,Education and Training,19358
303,Brisbane - South,3,Queensland,Q,Health Care and Social Assistance,31911
303,Brisbane - South,3,Queensland,R,Arts and Recreation Services,3189
303,Brisbane - South,3,Queensland,S,Other Services,6525
303,Brisbane - South,3,Queensland,_T,Total,192826
304,Brisbane - West,3,Queensland,A,"Agriculture, Forestry and Fishing",434
304,Brisbane - West,3,Queensland,B,Mining,1522
304,Brisbane - West,3,Queensland,C,Manufacturing,3640
304,Brisbane - West,3,Queensland,D,"Electricity, Gas, Water and Waste Services",1187
304,Brisbane - West,3,Queensland,E,Construction,5744
304,Brisbane - West,3,Queensland,F,Wholesale Trade,1980
304,Brisbane - West,3,Queensland,G,Retail Trade,7395
304,Brisbane - West,3,Queensland,H,Accommodation and Food Services,5754
304,Brisbane - West,3,Queensland,I,"Transport, Postal and Warehousing",2974
304,Brisbane - West,3,Queensland,J,Information Media and Telecommunications,1332
304,Brisbane - West,3,Queensland,K,Financial and Insurance Services,4015
304,Brisbane - West,3,Queensland,L,"Rental, Hiring and Real Estate Services",1860
304,Brisbane - West,3,Queensland,M,"Professional, Scientific and Technical Services",13048
304,Brisbane - West,3,Queensland,N,Administrative and Support Services,2742
304,Brisbane - West,3,Queensland,O,Public Administration and Safety,8258
304,Brisbane - West,3,Queensland,P,Education and Training,12903
304,Brisbane - West,3,Queensland,Q,Health Care and Social Assistance,14570
304,Brisbane - West,3,Queensland,R,Arts and Recreation Services,1712
304,Brisbane - West,3,Queensland,S,Other Services,2986
304,Brisbane - West,3,Queensland,_T,Total,97063
305,Brisbane Inner City,3,Queensland,A,"Agriculture, Forestry and Fishing",681
305,Brisbane Inner City,3,Queensland,B,Mining,2989
305,Brisbane Inner City,3,Queensland,C,Manufacturing,5438
305,Brisbane Inner City,3,Queensland,D,"Electricity, Gas, Water and Waste Services",1867
305,Brisbane Inner City,3,Queensland,E,Construction,9643
305,Brisbane Inner City,3,Queensland,F,Wholesale Trade,3395
305,Brisbane Inner City,3,Queensland,G,Retail Trade,12617
305,Brisbane Inner City,3,Queensland,H,Accommodation and Food Services,14679
305,Brisbane Inner City,3,Queensland,I,"Transport, Postal and Warehousing",6313
305,Brisbane Inner City,3,Queensland,J,Information Media and Telecommunications,3040
305,Brisbane Inner City,3,Queensland,K,Financial and Insurance Services,8766
305,Brisbane Inner City,3,Queensland,L,"Rental, Hiring and Real Estate Services",4536
305,Brisbane Inner City,3,Queensland,M,"Professional, Scientific and Technical Services",27117
305,Brisbane Inner City,3,Queensland,N,Administrative and Support Services,6535
305,Brisbane Inner City,3,Queensland,O,Public Administration and Safety,11134
305,Brisbane Inner City,3,Queensland,P,Education and Training,15255
305,Brisbane Inner City,3,Queensland,Q,Health Care and Social Assistance,26046
305,Brisbane Inner City,3,Queensland,R,Arts and Recreation Services,3892
305,Brisbane Inner City,3,Queensland,S,Other Services,5025
305,Brisbane Inner City,3,Queensland,_T,Total,175617
306,Cairns,3,Queensland,A,"Agriculture, Forestry and Fishing",6345
306,Cairns,3,Queensland,B,Mining,2270
306,Cairns,3,Queensland,C,Manufacturing,4774
306,Cairns,3,Queensland,D,"Electricity, Gas, Water and Waste Services",1256
306,Cairns,3,Queensland,E,Construction,9605
306,Cairns,3,Queensland,F,Wholesale Trade,2233
306,Cairns,3,Queensland,G,Retail Trade,10970
306,Cairns,3,Queensland,H,Accommodation and Food Services,11115
306,Cairns,3,Queensland,I,"Transport, Postal and Warehousing",5966
306,Cairns,3,Queensland,J,Information Media and Telecommunications,624
306,Cairns,3,Queensland,K,Financial and Insurance Services,1359
306,Cairns,3,Queensland,L,"Rental, Hiring and Real Estate Services",1776
306,Cairns,3,Queensland,M,"Professional, Scientific and Technical Services",4923
306,Cairns,3,Queensland,N,Administrative and Support Services,4179
306,Cairns,3,Queensland,O,Public Administration and Safety,8055
306,Cairns,3,Queensland,P,Education and Training,10034
306,Cairns,3,Queensland,Q,Health Care and Social Assistance,18790
306,Cairns,3,Queensland,R,Arts and Recreation Services,1653
306,Cairns,3,Queensland,S,Other Services,4961
306,Cairns,3,Queensland,_T,Total,115668
307,Darling Downs - Maranoa,3,Queensland,A,"Agriculture, Forestry and Fishing",10907
307,Darling Downs - Maranoa,3,Queensland,B,Mining,1306
307,Darling Downs - Maranoa,3,Queensland,C,Manufacturing,3572
307,Darling Downs - Maranoa,3,Queensland,D,"Electricity, Gas, Water and Waste Services",1004
307,Darling Downs - Maranoa,3,Queensland,E,Construction,4488
307,Darling Downs - Maranoa,3,Queensland,F,Wholesale Trade,1285
307,Darling Downs - Maranoa,3,Queensland,G,Retail Trade,5069
307,Darling Downs - Maranoa,3,Queensland,H,Accommodation and Food Services,3310
307,Darling Downs - Maranoa,3,Queensland,I,"Transport, Postal and Warehousing",2556
307,Darling Downs - Maranoa,3,Queensland,J,Information Media and Telecommunications,186
307,Darling Downs - Maranoa,3,Queensland,K,Financial and Insurance Services,608
307,Darling Downs - Maranoa,3,Queensland,L,"Rental, Hiring and Real Estate Services",493
307,Darling Downs - Maranoa,3,Queensland,M,"Professional, Scientific and Technical Services",1656
307,Darling Downs - Maranoa,3,Queensland,N,Administrative and Support Services,1184
307,Darling Downs - Maranoa,3,Queensland,O,Public Administration and Safety,2846
307,Darling Downs - Maranoa,3,Queensland,P,Education and Training,4659
307,Darling Downs - Maranoa,3,Queensland,Q,Health Care and Social Assistance,6473
307,Darling Downs - Maranoa,3,Queensland,R,Arts and Recreation Services,350
307,Darling Downs - Maranoa,3,Queensland,S,Other Services,2120
307,Darling Downs - Maranoa,3,Queensland,_T,Total,56863
308,Central Queensland,3,Queensland,A,"Agriculture, Forestry and Fishing",4905
308,Central Queensland,3,Queensland,B,Mining,8812
308,Central Queensland,3,Queensland,C,Manufacturing,7505
308,Central Queensland,3,Queensland,D,"Electricity, Gas, Water and Waste Services",2690
308,Central Queensland,3,Queensland,E,Construction,9075
308,Central Queensland,3,Queensland,F,Wholesale Trade,2392
308,Central Queensland,3,Queensland,G,Retail Trade,9263
308,Central Queensland,3,Queensland,H,Accommodation and Food Services,7211
308,Central Queensland,3,Queensland,I,"Transport, Postal and Warehousing",5614
308,Central Queensland,3,Queensland,J,Information Media and Telecommunications,374
308,Central Queensland,3,Queensland,K,Financial and Insurance Services,989
308,Central Queensland,3,Queensland,L,"Rental, Hiring and Real Estate Services",1310
308,Central Queensland,3,Queensland,M,"Professional, Scientific and Technical Services",3317
308,Central Queensland,3,Queensland,N,Administrative and Support Services,3221
308,Central Queensland,3,Queensland,O,Public Administration and Safety,5910
308,Central Queensland,3,Queensland,P,Education and Training,9548
308,Central Queensland,3,Queensland,Q,Health Care and Social Assistance,13304
308,Central Queensland,3,Queensland,R,Arts and Recreation Services,767
308,Central Queensland,3,Queensland,S,Other Services,4262
308,Central Queensland,3,Queensland,_T,Total,104599
309,Gold Coast,3,Queensland,A,"Agriculture, Forestry and Fishing",1574
309,Gold Coast,3,Queensland,B,Mining,2269
309,Gold Coast,3,Queensland,C,Manufacturing,16117
309,Gold Coast,3,Queensland,D,"Electricity, Gas, Water and Waste Services",2184
309,Gold Coast,3,Queensland,E,Construction,35707
309,Gold Coast,3,Queensland,F,Wholesale Trade,6714
309,Gold Coast,3,Queensland,G,Retail Trade,32173
309,Gold Coast,3,Queensland,H,Accommodation and Food Services,27833
309,Gold Coast,3,Queensland,I,"Transport, Postal and Warehousing",11344
309,Gold Coast,3,Queensland,J,Information Media and Telecommunications,4138
309,Gold Coast,3,Queensland,K,Financial and Insurance Services,8103
309,Gold Coast,3,Queensland,L,"Rental, Hiring and Real Estate Services",8026
309,Gold Coast,3,Queensland,M,"Professional, Scientific and Technical Services",20648
309,Gold Coast,3,Queensland,N,Administrative and Support Services,12276
309,Gold Coast,3,Queensland,O,Public Administration and Safety,13059
309,Gold Coast,3,Queensland,P,Education and Training,25930
309,Gold Coast,3,Queensland,Q,Health Care and Social Assistance,46663
309,Gold Coast,3,Queensland,R,Arts and Recreation Services,8954
309,Gold Coast,3,Queensland,S,Other Services,12846
309,Gold Coast,3,Queensland,_T,Total,312444
310,Ipswich,3,Queensland,A,"Agriculture, Forestry and Fishing",3030
310,Ipswich,3,Queensland,B,Mining,1431
310,Ipswich,3,Queensland,C,Manufacturing,14778
310,Ipswich,3,Queensland,D,"Electricity, Gas, Water and Waste Services",2141
310,Ipswich,3,Queensland,E,Construction,12745
310,Ipswich,3,Queensland,F,Wholesale Trade,4671
310,Ipswich,3,Queensland,G,Retail Trade,15349
310,Ipswich,3,Queensland,H,Accommodation and Food Services,9457
310,Ipswich,3,Queensland,I,"Transport, Postal and Warehousing",10092
310,Ipswich,3,Queensland,J,Information Media and Telecommunications,1190
310,Ipswich,3,Queensland,K,Financial and Insurance Services,3681
310,Ipswich,3,Queensland,L,"Rental, Hiring and Real Estate Services",2165
310,Ipswich,3,Queensland,M,"Professional, Scientific and Technical Services",8335
310,Ipswich,3,Queensland,N,Administrative and Support Services,5617
310,Ipswich,3,Queensland,O,Public Administration and Safety,12989
310,Ipswich,3,Queensland,P,Education and Training,13560
310,Ipswich,3,Queensland,Q,Health Care and Social Assistance,24362
310,Ipswich,3,Queensland,R,Arts and Recreation Services,1653
310,Ipswich,3,Queensland,S,Other Services,6980
310,Ipswich,3,Queensland,_T,Total,162797
311,Logan - Beaudesert,3,Queensland,A,"Agriculture, Forestry and Fishing",1524
311,Logan - Beaudesert,3,Queensland,B,Mining,1099
311,Logan - Beaudesert,3,Queensland,C,Manufacturing,14227
311,Logan - Beaudesert,3,Queensland,D,"Electricity, Gas, Water and Waste Services",1687
311,Logan - Beaudesert,3,Queensland,E,Construction,19108
311,Logan - Beaudesert,3,Queensland,F,Wholesale Trade,5494
311,Logan - Beaudesert,3,Queensland,G,Retail Trade,15765
311,Logan - Beaudesert,3,Queensland,H,Accommodation and Food Services,8697
311,Logan - Beaudesert,3,Queensland,I,"Transport, Postal and Warehousing",11252
311,Logan - Beaudesert,3,Queensland,J,Information Media and Telecommunications,1250
311,Logan - Beaudesert,3,Queensland,K,Financial and Insurance Services,3184
311,Logan - Beaudesert,3,Queensland,L,"Rental, Hiring and Real Estate Services",2298
311,Logan - Beaudesert,3,Queensland,M,"Professional, Scientific and Technical Services",6854
311,Logan - Beaudesert,3,Queensland,N,Administrative and Support Services,5697
311,Logan - Beaudesert,3,Queensland,O,Public Administration and Safety,7868
311,Logan - Beaudesert,3,Queensland,P,Education and Training,11903
311,Logan - Beaudesert,3,Queensland,Q,Health Care and Social Assistance,21321
311,Logan - Beaudesert,3,Queensland,R,Arts and Recreation Services,1836
311,Logan - Beaudesert,3,Queensland,S,Other Services,7093
311,Logan - Beaudesert,3,Queensland,_T,Total,157407
312,Mackay - Isaac - Whitsunday,3,Queensland,A,"Agriculture, Forestry and Fishing",4179
